id_transacao,data_da_venda,nome_produto,categoria_prod,qtd_vendida,preco_unitario,uf_cliente,id_cliente,forma_pagamento
27506,04-18-2026,Smartphone Y,ND,15,"R$ 2.053,66",SP,1238,Boleto Bancario
TRN-21542,27/05/2026,mouse sem fio,Perifericos,14,BRL 113.88,SC-,6218,cartao de credito
TRN-15583,2026/04/27 00:00:00,Smartphone Y,Eletronicos,7,1935.57,PE,6686,Cartao de Credito
27561,2026-05-08,NOTEBOOK X,eletronicos,11,BRL 3441.24,MG-,2455,PIX
TRN-27641,2026/06/20 00:00:00,  Tablet Z ,Eletronicos,10,"R$ 1.225,86", CE ,9493,boleto bancario
TRN-19545,N/A,MONITOR 24,Perifericos,15,858.6661887377508,PE,4354,Boleto Bancario
TRN-5540,05.03.26,Monitor 24,Perifericos,10,"R$ 796,77",CE,7042,Cartao de Credito
TRN-31995,01-16-2026,NOTEBOOK X,Eletronicos,-14,BRL 3366.29,PE-,9471,Boleto Bancario
TRN-35877,04-18-2026,TABLET Z,Eletronicos,8,"1245,26", RJ ,ID-3281,Cartao de Credito
TRN-28197,18.03.26,NOTEBOOK X,Eletronicos,5,BRL 3696.95,SP,3828,Boleto Bancario
TRN-37700,2026/02/14 00:00:00,NOTEBOOK X,Eletronicos,13,"3365,20",RS,8396,Boleto Bancario
40903,2026-03-04,  Smartphone Y ,Eletronicos,6,BRL 2216.63,MG-,ID-7518,Cartao de Credito
TRN-38779,2026-05-25,Smartphone Y,Eletronicos,9,"2154,49",GO,9682,BOLETO BANCARIO
TRN-48744,14.04.26,,Perifericos,9,128.06,GO,8296,pix
TRN-13957,22/06/2026,,Perifericos,5.0,"R$ 261,95",PR,5373,Boleto Bancario
TRN-33012,01-10-2026,Tablet Z,ND,3,"1237,81", MG ,4319,Boleto Bancario
TRN-21941,02/04/2026,Notebook X,,8,"3374,10",CE,3493,Pix
TRN-28389,01-27-2026,MONITOR 24,Perifericos,5,"R$ 805,94",PE,3896,CARTAO DE CREDITO
TRN-38798,01-19-2026,  Teclado Mecanico ,Perifericos,15,sem preco,CE,4139,Cartao de Credito
TRN-20334,30/01/2026,Notebook X,Eletronicos,13,3391.64,Sao Paulo,6804,Cartao de Credito
TRN-9608,2026-05-14,T@bl3t Z,Eletronicos,10.0,1212.58,GO-,5472,Cartao de Credito
8514,04-14-2026,Smartphone Y,Eletronicos,14,2193.2695369029298,RS,4675,PIX
TRN-14562,07/06/2026,  Smartphone Y ,Eletronicos,6,"R$ 1.908,66",RJ,6759 ,
TRN-6360,24.04.26,Monitor 24,perifericos,2,BRL 728.68,CE,8121,Pix
TRN-31135,2026-05-18,Fone de Ouvido,,13,"197,38",GO,8735,Cartao de Credito
TRN-38338,17.05.26,,ND,4,BRL 749.28,GO,5882 ,
TRN-6557,2026/06/20 00:00:00,T3cl@do M3c@nico,perifericos,,274.05,GO,6017,Boleto Bancario
TRN-18084,28.05.26,TECLADO MECANICO,Perifericos,13,"225,12",CE,ID-5319,PIX
TRN-12295,2026/04/27 00:00:00,  Monitor 24 ,,4,796.61,PR,1201,Pix
TRN-6952,03-29-2026,Teclado Mecanico,Perifericos,13,sem preco,BA,ID-3010,Boleto Bancario
TRN-9208,N/A,tablet z,Eletronicos,11,"R$ 1.180,49",SC,4871,Cartao de Credito
TRN-5834,06-27-2026,Monitor 24,Perifericos,6,BRL 822.11, MG ,5437,Boleto Bancario
TRN-43042,2026-06-10,  Notebook X ,Eletronicos,7,"R$ 3.275,12",CE,9390,Cartao de Credito
TRN-15355,10/03/2026,Smartphone Y,ND,2,2171.50,Rio de Janeiro,ID-8737,Boleto Bancario
TRN-45959,08/04/2026,Fone de Ouvido,Audio,12,182.46,GO,1396,BOLETO BANCARIO
TRN-26024,2026-06-26,Tablet Z,,6,"1261,25",PE,1052,Boleto Bancario
TRN-16681,2026-03-07,,Eletronicos,9,1136.34,SC,9569,Cartao de Credito
TRN-28349,27.05.26,Fone de Ouvido,Audio,11,187.64,RS,1956,Cartao de Credito
TRN-21155,23.02.26,MONITOR 24,Perifericos,14,"863,59",BA,4048,Boleto Bancario
TRN-5198,06-13-2026,monitor 24,Perifericos,,"853,41",RS,1322,Cartao de Credito
TRN-6483,13.03.26,Tablet Z,Eletronicos,7,"R$ 1.146,34",PR,3169,Cartao de Credito
TRN-38297,N/A,Teclado Mecanico,Perifericos,10 pcs,"262,90", SP ,7979,Cartao de Credito
TRN-21274,2026-03-09,T@bl3t Z,Eletronicos,14 pcs,"R$ 1.302,84",SC,1246,Pix
TRN-9133,2026-05-07,Tablet Z,ND,5,1219.227361757748,Sao Paulo,4195,Boleto Bancario
TRN-14121,2026-01-29,Tablet Z,Eletronicos,12,"R$ 1.252,71",CE,4024,Cartao de Credito
TRN-34429,2026-05-05,TABLET Z,Eletronicos,10,"1147,51",sc,5334,Pix
TRN-2600,01-26-2026,Fone de Ouvido,ND,2,168.64, SC ,5380,pix
TRN-10017,2026-02-18,Notebook X,Eletronicos,4,"3486,01",PR,3775,Cartao de Credito
TRN-7860,2026-06-15,Smartphone Y,Eletronicos,8,2024.89,Sao Paulo,2511,Boleto Bancario
TRN-6170,2026/01/05 00:00:00,Monitor 24,Perifericos,1,777.52,MG,5640,Pix
TRN-22729,14/05/2026,Mouse Sem Fio,Perifericos,9,128.56772694044642,SP,4882,Cartao de Credito
TRN-42669,05-06-2026,Mouse Sem Fio,perifericos,13,"R$ 110,60",RJ,7920,Pix
TRN-18818,2026-01-22,Smartphone Y,Eletronicos,-4,BRL 2153.68, PE ,6348 ,CC
TRN-17441,01-06-2026,Smartphone Y,Eletronicos,13,2010.30,CE,8697,Pix
TRN-34112,2026/05/07 00:00:00,Teclado Mecanico,Perifericos,14,"R$ 265,45",GO,7595,BOLETO BANCARIO
TRN-46863,2026-06-15,Fone de Ouvido,Audio,-4,193.86687485398406,SP-,4662,Boleto Bancario
TRN-27390,N/A,Notebook X,Eletronicos,9,BRL 3507.26,pr,2609,boleto bancario
TRN-36504,2026/06/26 00:00:00,Monitor 24,Perifericos,6,"R$ 735,11",PE,6869,Pix
TRN-23618,11/02/2026,tablet z,Eletronicos,15 pcs,1165.2128947179717,RJ,1280,Boleto Bancario
TRN-7142,31/05/2026,Mouse Sem Fio,Perifericos,,121.53,BA,7124,Boleto Bancario
TRN-44492,N/A,Teclado Mecanico,Perifericos,8,"R$ 263,16",RS,6157,Boleto Bancario
TRN-17051,23.01.26,Notebook X,ND,13,"R$ 3.837,82",CE,8833,cartao de credito
TRN-33065,2026-06-14,Mouse Sem Fio,Perifericos,,"122,48",SP,1527,Pix
TRN-32627,2026-04-09,Notebook X,Eletronicos,4,3732.0596731545475,BA,2812,Pix
TRN-12100,2026/05/23 00:00:00,  Monitor 24 ,Perifericos,10,"745,46",BA,6227,Boleto Bancario
TRN-28585,2026/05/26 00:00:00,  Mouse Sem Fio ,Perifericos,,BRL 108.35,SP,3872,Boleto Bancario
TRN-48581,01-11-2026,MONITOR 24,Perifericos,12,"R$ 836,57",SP,8736,
TRN-44596,2026/06/05 00:00:00,mouse sem fio,Perifericos,10,120.98,SP,7650,Boleto Bancario
TRN-5757,29.03.26,Notebook X,ND,10,sem preco,PR,1060,CC
TRN-6,2026-03-10,Mouse Sem Fio,Perifericos,7,125.13073485709236,RJ,9728,Boleto Bancario
35836,13.01.26,Monitor 24,Perifericos,9,"R$ 794,73",GO,2411,Pix
TRN-7350,18/06/2026,FONE DE OUVIDO,Audio,3.0,sem preco,SP,9289,Cartao de Credito
TRN-31252,02/02/2026,  Smartphone Y ,Eletronicos,10.0,"2020,36",MG,4510,Pix
TRN-2550,2026-03-24,MOUSE SEM FIO,Perifericos,8,119.11347993025532,sc,ID-9670,Cartao de Credito
TRN-27147,05/05/2026,  Smartphone Y ,eletronicos,8 pcs,sem preco,PE,ID-9718,Cartao de Credito
TRN-44531,2026-06-02,  Tablet Z ,Eletronicos,3,1159.70,rs,6425 ,Boleto Bancario
TRN-14771,27/06/2026,Mouse Sem Fio,Perifericos,9,BRL 129.82,RS,8744,BOLETO BANCARIO
TRN-2109,19/01/2026,Tablet Z,Eletronicos,10,1127.69,RS,9913,Boleto Bancario
TRN-12299,21/05/2026,Teclado Mecanico,Perifericos,11,"R$ 271,21", PR ,2086,Pix
TRN-7940,02/03/2026,Notebook X,Eletronicos,10,sem preco,RS,7432,Cartao de Credito
TRN-30019,2026/01/05 00:00:00,T3cl@do M3c@nico,Perifericos,9,"R$ 257,41",BA-,9154,Cartao de Credito
11506,N/A,Fone de Ouvido,,6,"R$ 182,57",MG,6980,pix
TRN-4537,04/06/2026,Teclado Mecanico,Perifericos,15,248.89,ce,2347,Pix
TRN-44712,05-05-2026,Fone de Ouvido,Audio,14,197.16,RS,ID-7961,Pix
TRN-4837,2026-06-06,,,7,2062.73,SP,3873,Boleto Bancario
TRN-8795,04.04.26,Tablet Z,Eletronicos,8,1264.08,BA,8471,Boleto Bancario
TRN-11062,2026-01-13,T@bl3t Z,Eletronicos,,"1109,29",RS-,4333 ,boleto bancario
TRN-27136,03-11-2026,Smartphone Y,Eletronicos,11,BRL 1991.74,GO-,5555,PIX
TRN-22543,21.02.26,notebook x,Eletronicos,14,"R$ 3.469,43",Sao Paulo,1617,Boleto Bancario
9513,19/03/2026,  Monitor 24 ,Perifericos,,sem preco,RJ-,1213,Pix
TRN-2731,11/01/2026,monitor 24,Perifericos,4,"R$ 802,77",GO,6193,Boleto Bancario
TRN-45897,02-10-2026,FONE DE OUVIDO,Audio,2,sem preco,BA,3919,Cartao de Credito
TRN-25006,2026/02/14 00:00:00,Notebook X,ND,3 pcs,BRL 3216.97,ba,5064,boleto bancario
TRN-24990,2026-02-16,T@bl3t Z,Eletronicos,12,sem preco,RJ-,4944,Boleto Bancario
TRN-28042,05-22-2026,mouse sem fio,perifericos,2,108.54,SP-,9350,Pix
TRN-13120,22.03.26,Fone de Ouvido,Audio,15,194.61659255433747,CE,5720,Boleto Bancario
TRN-37890,27/05/2026,  Mouse Sem Fio ,,13.0,128.55,RS,3408 ,CC
10572,09/04/2026,Notebook X,Eletronicos,2,3288.7285912504262,RS,3753,Pix
TRN-9750,2026/04/30 00:00:00,  Smartphone Y ,Eletronicos,1,"2026,85",RJ,7081,Cartao de Credito
TRN-23007,02-18-2026,Monitor 24,,6,"835,30",PR,9408 ,Boleto Bancario
TRN-21558,2026/03/12 00:00:00,  Tablet Z ,Eletronicos,7,"1211,12",sp,4000,Pix
TRN-114,2026-02-17,  Monitor 24 ,,8,BRL 752.00,RJ,3289,Cartao de Credito
TRN-44323,2026-05-30,,Perifericos,,sem preco,PR-,ID-8685,pix
TRN-40446,06.03.26,Tablet Z,Eletronicos,12,BRL 1306.90,PR,7614 ,Boleto Bancario
TRN-14077,06.04.26,Monitor 24,ND,,"R$ 792,23",MG,9932,Pix
TRN-49565,24/04/2026,T3cl@do M3c@nico,ND,2,sem preco,BA,2640,Cartao de Credito
23097,16/05/2026,Notebook X,Eletronicos,2 pcs,3419.04, PE ,4837,Boleto Bancario
TRN-35450,09.01.26,T3cl@do M3c@nico,Perifericos,6,"231,17",Sao Paulo,ID-5258,Pix
TRN-13227,N/A,Teclado Mecanico,Perifericos,4,251.78,RJ,9671,BOLETO BANCARIO
TRN-947,03/04/2026,  Teclado Mecanico ,Perifericos,1,"R$ 272,59",PR,2050 ,Cartao de Credito
TRN-37678,26/04/2026,Mous3 S3m Fio,Perifericos,6,BRL 131.07,SP,1279,Pix
TRN-8559,2026-06-21,MONITOR 24,Perifericos,13,"R$ 825,09", PE ,8869,Pix
TRN-7898,24/02/2026,Fone de Ouvido,Audio,12,BRL 165.65,CE,3708,Boleto Bancario
TRN-47052,04-21-2026,  Notebook X ,eletronicos,15,sem preco, GO ,ID-7793,Cartao de Credito
TRN-46435,29.03.26,Tablet Z,,6,1299.10,BA-,4418,Pix
TRN-5625,2026/01/04 00:00:00,Monitor 24,Perifericos,10 pcs,"859,89",MG,4347,Pix
TRN-33814,2026/04/15 00:00:00,  Tablet Z ,Eletronicos,10.0,"R$ 1.241,38",SP,2953,CARTAO DE CREDITO
TRN-10644,2026-01-05,,Eletronicos,15,3300.87,RS,ID-8380,Pix
TRN-16105,19.06.26,TECLADO MECANICO,Perifericos,9,251.32,GO,6180,CARTAO DE CREDITO
TRN-48567,2026/02/13 00:00:00,TECLADO MECANICO,,15,"265,17",RJ,8078,Cartao de Credito
TRN-49371,2026/05/09 00:00:00,Tablet Z,Eletronicos,7,BRL 1109.93,RJ-,5521,Cartao de Credito
TRN-43135,01.05.26,Notebook X,eletronicos,11,sem preco,RS,2670,Pix
TRN-4959,2026/05/09 00:00:00,mouse sem fio,Perifericos,10.0,sem preco,CE,2409,Pix
23979,2026-03-02,MOUSE SEM FIO,Perifericos,4,"127,56", RS ,ID-1921,pix
TRN-24170,12.02.26,Monitor 24,Perifericos,14,BRL 779.21,GO,8146,Cartao de Credito
TRN-25155,05/03/2026,  Notebook X ,Eletronicos,9.0,"3372,51", SC ,1217,Pix
TRN-13256,08.04.26,Teclado Mecanico,Perifericos,-2,"245,54",RS,3954,Pix
TRN-29971,2026-01-28,Smartphone Y,,11,2238.73,GO,1307,boleto bancario
TRN-11338,23/06/2026,T3cl@do M3c@nico,Perifericos,12,"R$ 257,54",mg,3832,Pix
TRN-37386,2026/01/18 00:00:00,Smartphone Y,Eletronicos,2,"R$ 2.065,79",SP,3374,boleto bancario
TRN-13040,27/01/2026,  Fone de Ouvido ,audio,11,"172,90",GO-,ID-8778,Boleto Bancario
TRN-5189,2026-06-10,Mouse Sem Fio,Perifericos,12,sem preco, GO ,2830,Pix
TRN-26794,02.04.26,Notebook X,Eletronicos,1,BRL 3704.27,RJ,6914,Pix
TRN-40406,16.01.26,Monitor 24,,14,"795,79",CE,5700,cartao de credito
TRN-10583,N/A,Teclado Mecanico,,15,242.31,Minas Gerais,1437,Pix
TRN-9567,2026/04/06 00:00:00,Fone de Ouvido,audio,9,BRL 164.22,SP,2335,Boleto Bancario
TRN-14186,06-04-2026,smartphone y,Eletronicos,15 pcs,BRL 1945.38,CE,ID-1531,cartao de credito
TRN-32607,07.01.26,Fone de Ouvido,Audio,3,"R$ 187,65",MG,9533,Pix
TRN-43846,17/02/2026,T3cl@do M3c@nico,perifericos,15,"267,59", SC ,3921,CARTAO DE CREDITO
TRN-32864,03-09-2026,NOTEBOOK X,Eletronicos,,3375.7328660647095,BA,6855,Pix
TRN-41625,30/05/2026,TABLET Z,ND,13,1104.6750507863696,sp,ID-8662,Boleto Bancario
TRN-48282,2026-05-02,,Eletronicos,9,"R$ 3.766,93",rs,1896,Boleto Bancario
TRN-17579,2026-01-17,  Teclado Mecanico ,ND,12,"225,79",RJ,2023,Pix
TRN-31019,18.05.26,SMARTPHONE Y,Eletronicos,15,"R$ 1.936,81", RS ,ID-3683,Pix
TRN-18692,23/02/2026,Fone de Ouvido,Audio,6,BRL 188.37,CE,ID-7378,Pix
TRN-2874,08/04/2026,Fone de Ouvido,Audio,11,sem preco,SP-,4243,Cartao de Credito
TRN-6642,2026-03-12,Monitor 24,Perifericos,11,"822,16",PE,9656,Pix
TRN-39969,2026/02/25 00:00:00,Mous3 S3m Fio,Perifericos,10,BRL 130.18,SP,4511,Boleto Bancario
TRN-28605,2026-04-19,Smartphone Y,Eletronicos,6,"1952,30",GO,6705,Pix
TRN-33174,06/05/2026,Notebook X,ND,9,"R$ 3.453,42",SC,ID-2348,Boleto Bancario
TRN-28447,08.06.26,Notebook X,Eletronicos,2,BRL 3195.13,RJ,ID-9432,pix
TRN-16776,2026/01/23 00:00:00,fone de ouvido,audio,11,BRL 168.18,MG,9759,Pix
TRN-49086,2026-01-04,Tablet Z,Eletronicos,4,1114.3574070320562,MG,2012,Cartao de Credito
TRN-24673,03-03-2026,Mouse Sem Fio,Perifericos,13,BRL 121.20,RS-,9484,Pix
TRN-13078,03-17-2026,T@bl3t Z,Eletronicos,-7,1228.95,PR-,7375,BOLETO BANCARIO
TRN-44689,2026-01-05,,Audio,9,"163,80",RS,9476,BOLETO BANCARIO
TRN-29719,2026-03-05,Mouse Sem Fio,Perifericos,2,sem preco,CE-,8226,Pix
TRN-10260,2026-03-08,Tablet Z,Eletronicos,15,BRL 1216.48,SC,9488,Pix
TRN-6009,26/01/2026,fone de ouvido,ND,6,sem preco,RJ,4794,Cartao de Credito
TRN-47530,2026/04/02 00:00:00,Monitor 24,perifericos,13,"742,31",GO,3359,BOLETO BANCARIO
TRN-17301,2026/03/28 00:00:00,Mouse Sem Fio,Perifericos,9,BRL 118.04,SP,5775,pix
27720,2026-02-18,Monitor 24,Perifericos,9,"R$ 752,32",SC,3069,Cartao de Credito
TRN-22353,11.01.26,  Notebook X ,Eletronicos,4,3388.42,RS,4132,Pix
TRN-26625,21/02/2026,mouse sem fio,Perifericos,,"118,94",PR,5064,BOLETO BANCARIO
7758,01-13-2026,  Smartphone Y ,ND,-12,sem preco,CE,8412,Pix
TRN-2908,2026/03/01 00:00:00,Notebook X,ND,8,3353.76,BA,5226 ,Pix
29649,06.04.26,  Smartphone Y ,Eletronicos,4,"R$ 1.915,73",BA,2697 ,pix
1693,2026/02/09 00:00:00,Fone de Ouvido,ND,-15,182.82,PR,ID-2658,PIX
44763,2026-06-13,,Perifericos,9,"R$ 825,81", CE ,1564,pix
TRN-8457,18.02.26,monitor 24,,13.0,sem preco,BA,8129,Cartao de Credito
TRN-32535,2026-02-09,TECLADO MECANICO,ND,,"R$ 273,58",SC,6883,Cartao de Credito
TRN-48,19.03.26,tablet z,Eletronicos,7,1208.33,PR-,8007,Boleto Bancario
15687,N/A,Tablet Z,ND,-10,1113.39,PE,8443 ,
TRN-28829,03-15-2026,Mouse Sem Fio,Perifericos,9,BRL 110.44, RJ ,9338,pix
TRN-5558,2026/05/30 00:00:00,,Eletronicos,10,1258.8905594679916,PE,2228,
TRN-10900,2026-02-08,  Fone de Ouvido ,,10 pcs,"191,70",RJ,9042,BOLETO BANCARIO
TRN-383,01-16-2026,Smartphone Y,ND,5,"2148,74",MG,9210 ,CC
TRN-23960,12/02/2026,T@bl3t Z,Eletronicos,4,BRL 1163.42, MG ,1186,Pix
TRN-33304,01-20-2026,FONE DE OUVIDO,Audio,4,179.04,PE,5662,CARTAO DE CREDITO
TRN-15132,01-22-2026,Notebook X,,8 pcs,BRL 3235.74,SP,1187,Boleto Bancario
TRN-11758,2026/01/04 00:00:00,Mouse Sem Fio,,1,"131,97",PR,ID-9439,CC
TRN-7884,2026-01-07,Tablet Z,Eletronicos,8 pcs,"R$ 1.228,18",GO,5491,pix
TRN-26972,2026-05-16,,ND,12 pcs,sem preco, SP ,2322,Cartao de Credito
TRN-10280,2026-03-09,Teclado Mecanico,Perifericos,2,"R$ 263,28",pr,5038,CC
TRN-40916,2026-04-22,  Fone de Ouvido ,ND,2 pcs,"168,77", MG ,6829,Pix
TRN-49396,2026-02-13,notebook x,ND,11,3407.0044745853793,ba,8225,
TRN-17351,22/03/2026,Tablet Z,Eletronicos,2,sem preco,CE,9291,Pix
TRN-18072,02-05-2026,Notebook X,Eletronicos,1,3328.71,PR,3065,Boleto Bancario
TRN-29416,06/04/2026,SMARTPHONE Y,Eletronicos,13,sem preco,RJ,7438,Cartao de Credito
TRN-32572,12/03/2026,Tablet Z,eletronicos,7,BRL 1261.87,RJ,7079,PIX
TRN-41614,30/06/2026,,Perifericos,1,"R$ 721,22",GO,3104,Boleto Bancario
TRN-42659,22.05.26,Mouse Sem Fio,Perifericos,12,sem preco,BA,9864,CARTAO DE CREDITO
TRN-22800,2026-02-12,MONITOR 24,perifericos,4,BRL 728.24, PR ,5545,Cartao de Credito
TRN-34857,2026-03-12,Mouse Sem Fio,Perifericos,5,sem preco,Minas Gerais,5087,
TRN-34813,17/06/2026,Mouse Sem Fio,ND,3,111.62,SC,6216,Cartao de Credito
TRN-13691,2026-02-20,Notebook X,Eletronicos,13,BRL 3455.92,GO,3055,
TRN-35259,25/03/2026,,Perifericos,8,BRL 123.22,RJ,2351,Boleto Bancario
TRN-4045,2026/06/14 00:00:00,Smartphone Y,,1,BRL 1989.16,CE,2986 ,Boleto Bancario
TRN-24385,27/06/2026,  Teclado Mecanico ,,2,"233,00",CE,4355 ,Pix
TRN-10087,27.01.26,MONITOR 24,Perifericos,11,"721,87",GO,ID-7927,Cartao de Credito
TRN-19152,2026-06-04,Mouse Sem Fio,perifericos,10,"R$ 131,75", GO ,7196 ,boleto bancario
TRN-37585,24.04.26,Smartphone Y,Eletronicos,15,BRL 1921.14,MG,3868,Pix
TRN-10146,2026/02/05 00:00:00,  Monitor 24 ,Perifericos,14,BRL 765.50,PE,2288,boleto bancario
TRN-23210,N/A,Monitor 24,,15,"829,49",go,6030,Pix
TRN-27464,24/06/2026,MONITOR 24,ND,5,"835,70",MG,5858 ,Cartao de Credito
TRN-43455,2026-06-30,Notebook X,Eletronicos,10,3608.7183998530045,mg,1159,Cartao de Credito
TRN-36456,19/02/2026,Monitor 24,Perifericos,5,sem preco,PR,1721,CARTAO DE CREDITO
TRN-38214,23/02/2026,  Fone de Ouvido ,audio,3,"R$ 174,49", PE ,8295,Pix
TRN-25359,2026-02-20,TABLET Z,Eletronicos,4,"1197,37",SC,9997,Pix
TRN-8199,2026-05-11,  Smartphone Y ,ND,2,"1952,03",RJ,6582,Boleto Bancario
9435,2026/06/04 00:00:00,Smartphone Y,Eletronicos,3,"2087,81", MG ,3638,Pix
TRN-49126,01-26-2026,TABLET Z,eletronicos,14,1209.82,MG,4248,
TRN-38971,21/01/2026,  Mouse Sem Fio ,Perifericos,8,"R$ 112,19",SP,3724,CC
TRN-44748,04/01/2026,Fon3 d3 Ouvido,Audio,5,BRL 181.44,RS,1830,Pix
TRN-29665,06-06-2026,Notebook X,Eletronicos,12,3680.33,PE,ID-8062,Boleto Bancario
TRN-26908,01-15-2026,  Fone de Ouvido ,Audio,8,167.19,BA,6814,Boleto Bancario
TRN-16112,2026-02-23,Teclado Mecanico,,11,"225,08",GO,9901,Boleto Bancario
TRN-5298,N/A,Smartphone Y,Eletronicos,,"R$ 1.970,19",mg,6856,Boleto Bancario
TRN-12657,01/03/2026,T3cl@do M3c@nico,ND,4,BRL 245.95,MG,7244,cartao de credito
TRN-31056,13/06/2026,Not3book X,Eletronicos,7,sem preco,PR,8064,Pix
TRN-15849,05-19-2026,Tablet Z,,13,1216.06,RJ,8545,Pix
TRN-23035,2026/02/02 00:00:00,Notebook X,Eletronicos,7,"3628,92",SP,3490,Cartao de Credito
TRN-49407,2026-05-16,,ND,15,2217.67,GO,ID-1328,PIX
TRN-33815,01-28-2026,Fone de Ouvido,Audio,10,185.0952422060098,Minas Gerais,6633,cartao de credito
TRN-6512,15.06.26,TECLADO MECANICO,Perifericos,5,"R$ 234,59",RJ,8929,Boleto Bancario
TRN-16370,05-27-2026,Smartphone Y,Eletronicos,1,2150.44,GO-,1613,Boleto Bancario
TRN-42382,03-04-2026,Monitor 24,Perifericos,6,"738,52",PR,2661,Pix
TRN-13467,22/05/2026,Monitor 24,Perifericos,4,"R$ 742,07",CE,7162,Pix
TRN-20551,06-18-2026,teclado mecanico,Perifericos,7,"240,10",RJ,7215,Pix
TRN-15460,2026/05/11 00:00:00,Fone de Ouvido,Audio,1,"178,92",SC,3113,Pix
TRN-33812,01/02/2026,,Perifericos,7,"233,80",Minas Gerais,1964 ,Cartao de Credito
TRN-11423,2026-04-22,Teclado Mecanico,Perifericos,15,BRL 225.29, CE ,8841,Pix
TRN-30232,01.01.26,Smartphone Y,Eletronicos,12,2005.462047616913,GO-,7196,
TRN-9853,02-14-2026,Teclado Mecanico,Perifericos,,"R$ 259,89", MG ,7947,Boleto Bancario
TRN-22133,04-14-2026,MONITOR 24,Perifericos,6,"R$ 805,70",RS,1900,cartao de credito
TRN-10504,04-12-2026,Smartphone Y,Eletronicos,-11,BRL 2223.69,BA,8728,Pix
TRN-3338,23/05/2026,Fone de Ouvido,Audio,8,162.52,RJ,ID-1752,Cartao de Credito
TRN-35305,27.04.26,T3cl@do M3c@nico,Perifericos,8,261.57,sc,2122 ,Cartao de Credito
TRN-15357,04-15-2026,Monitor 24,Perifericos,8,754.83,PE,ID-4306,Cartao de Credito
TRN-43907,2026-01-22,  Monitor 24 ,Perifericos,3.0,"811,42",ba,2952 ,Cartao de Credito
TRN-7584,04-15-2026,,Audio,6,BRL 178.98,MG,3695 ,Boleto Bancario
TRN-28974,N/A,Mouse Sem Fio,perifericos,1,121.25068524230635,MG,7003,Cartao de Credito
TRN-459,05-06-2026,tablet z,Eletronicos,12,BRL 1163.66,RJ,7777,Cartao de Credito
TRN-32602,19.04.26,  Smartphone Y ,Eletronicos,-1,"2004,70",GO,3680,cartao de credito
TRN-21481,28/02/2026,,Audio,12,188.96,RS,8417 ,Pix
TRN-43916,02-11-2026,Notebook X,Eletronicos,13,sem preco,RS,4226,Boleto Bancario
TRN-41497,20/04/2026,Notebook X,Eletronicos,7,3414.23,MG,7682,pix
TRN-34908,2026-06-27,Smartphone Y,ND,15,BRL 2179.30,SC,4554,cartao de credito
TRN-21097,2026-06-25,monitor 24,Perifericos,14,762.8452416397463,GO,ID-1732,boleto bancario
TRN-44612,2026/03/28 00:00:00,Monitor 24,Perifericos,1,"723,77",BA,5776,Boleto Bancario
TRN-37066,02-09-2026,,,15 pcs,"110,62",MG,9795,Boleto Bancario
TRN-26815,01-17-2026,Monitor 24,,2,742.1434886146911,RJ,6490 ,Pix
TRN-41234,19.01.26,TABLET Z,Eletronicos,12 pcs,1238.7760213795334,MG,2215,Cartao de Credito
TRN-35869,2026-01-08,,Eletronicos,15,BRL 2255.50,BA,3372,boleto bancario
TRN-12145,26/03/2026,Notebook X,Eletronicos,11,3328.90,SP,4011,Cartao de Credito
TRN-35582,2026/02/05 00:00:00,Notebook X,Eletronicos,11,BRL 3274.69,BA,3077,PIX
TRN-20230,26.02.26,T3cl@do M3c@nico,Perifericos,15,255.1597329505258,PE,9278,BOLETO BANCARIO
TRN-26203,06-29-2026,,Eletronicos,6.0,BRL 1228.65,MG,9266,Pix
TRN-30236,2026/05/05 00:00:00,Fone de Ouvido,Audio,6,"163,76",PR,ID-8850,Cartao de Credito
TRN-28443,05-28-2026,Notebook X,eletronicos,-7,3466.49,CE,2322,boleto bancario
TRN-1840,02-27-2026,Monitor 24,Perifericos,7 pcs,BRL 877.92,RS,1762,CARTAO DE CREDITO
TRN-32319,24.01.26,Fone de Ouvido,Audio,5,"R$ 168,20", PE ,9469,Cartao de Credito
TRN-43934,31.01.26,Teclado Mecanico,Perifericos,8,sem preco,MG,9998,
TRN-35341,04/02/2026,Notebook X,Eletronicos,2,"R$ 3.231,29",MG,4763,Boleto Bancario
TRN-23263,05-29-2026,MONITOR 24,Perifericos,9,sem preco,RS,6971,cartao de credito
TRN-43243,2026/05/11 00:00:00,Mouse Sem Fio,Perifericos,7,"R$ 128,53",Rio de Janeiro,2492,Cartao de Credito
TRN-44305,2026-03-30,fone de ouvido,Audio,11,"169,89",CE,1099,PIX
TRN-8091,18/04/2026,Smartphone Y,,2,1981.13, SP ,2958,Cartao de Credito
TRN-30472,06.01.26,Smartphone Y,Eletronicos,10,sem preco, RJ ,8512,Cartao de Credito
TRN-27015,2026/06/10 00:00:00,Monitor 24,Perifericos,13,"786,49",SP,4694,CARTAO DE CREDITO
21115,02/01/2026,Smartphone Y,,4,"R$ 2.037,16",CE,9829,Cartao de Credito
17739,2026-06-19,Mous3 S3m Fio,perifericos,15.0,125.65, MG ,9456,boleto bancario
TRN-17209,2026-01-21,T3cl@do M3c@nico,,1,"229,65",GO,8032,Pix
TRN-20528,2026-01-02,Monitor 24,Perifericos,1,BRL 773.14,PE-,7846,pix
